1 1 0m0.004s
1 2 0m0.005s
1 3 0m0.005s
1 4 0m0.006s
1 5 0m0.005s
1 6 0m0.004s
1 7 0m0.003s
1 8 0m0.004s
1 9 0m0.004s
2 1 0m0.003s
2 2 0m0.005s
2 3 0m0.005s
2 4 0m0.004s
2 5 0m0.004s
2 6 0m0.005s
2 7 0m0.004s
2 8 0m0.004s
2 9 0m0.004s
3 1 0m0.005s
3 2 0m0.006s
3 3 0m0.004s
3 4 0m0.004s
3 5 0m0.004s
3 6 0m0.005s
3 7 0m0.005s
3 8 0m0.006s
3 9 0m0.005s
4 1 0m0.005s
4 2 0m0.005s
4 3 0m0.004s
4 4 0m0.003s
4 5 0m0.005s
4 6 0m0.005s
4 7 0m0.005s
4 8 0m0.004s
4 9 0m0.004s
5 1 0m0.004s
5 2 0m0.005s
5 3 0m0.004s
5 4 0m0.004s
5 5 0m0.003s
5 6 0m0.004s
5 7 0m0.004s
5 8 0m0.004s
5 9 0m0.003s
6 1 0m0.004s
6 2 0m0.005s
6 3 0m0.005s
6 4 0m0.005s
6 5 0m0.003s
6 6 0m0.004s
6 7 0m0.005s
6 8 0m0.005s
6 9 0m0.004s
7 1 0m0.006s
7 2 0m0.007s
7 3 0m0.004s
7 4 0m0.006s
7 5 0m0.005s
7 6 0m0.003s
7 7 0m0.005s
7 8 0m0.005s
7 9 0m0.005s
8 1 0m0.004s
8 2 0m0.005s
8 3 0m0.004s
8 4 0m0.004s
8 5 0m0.004s
8 6 0m0.004s
8 7 0m0.003s
8 8 0m0.005s
8 9 0m0.005s
9 1 0m0.004s
9 2 0m0.005s
9 3 0m0.005s
9 4 0m0.004s
9 5 0m0.005s
9 6 0m0.004s
9 7 0m0.005s
9 8 0m0.005s
9 9 0m0.005s
10 1 0m0.004s
10 2 0m0.008s
10 3 0m0.004s
10 4 0m0.005s
10 5 0m0.005s
10 6 0m0.009s
10 7 0m0.008s
10 8 0m0.007s
10 9 0m0.126s
11 1 0m0.006s
11 2 0m0.007s
11 3 0m0.007s
11 4 0m0.006s
11 5 0m0.010s
11 6 0m0.009s
11 7 0m0.012s
11 8 0m0.022s
11 9 0m0.035s
12 1 0m0.005s
12 2 0m0.006s
12 3 0m0.007s
12 4 0m0.006s
12 5 0m0.008s
12 6 0m0.008s
12 7 0m0.160s
12 8 0m0.527s
12 9 0m1.488s
13 1 0m0.004s
13 2 0m0.006s
13 3 0m0.007s
13 4 0m0.013s
13 5 0m0.016s
13 6 0m0.015s
13 7 0m0.020s
13 8 0m0.803s
13 9 0m2.525s
14 1 0m0.009s
14 2 0m0.005s
14 3 0m0.010s
14 4 0m0.012s
14 5 0m0.011s
14 6 0m0.049s
14 7 0m0.203s
14 8 0m0.345s
14 9 0m0.271s
15 1 0m0.007s
15 2 0m0.004s
15 3 0m0.006s
15 4 0m0.009s
15 5 0m0.047s
15 6 0m0.019s
15 7 0m0.024s
15 8 0m4.794s
15 9 0m6.886s
16 1 0m0.005s
16 2 0m0.009s
16 3 0m0.008s
16 4 0m0.010s
16 5 0m0.031s
16 6 0m0.072s
16 7 0m0.852s
16 8 0m19.229s
16 9 3m35.684s
17 1 0m0.007s
17 2 0m0.009s
17 3 0m0.011s
17 4 0m0.016s
17 5 0m0.031s
17 6 0m0.319s
17 7 0m2.088s
17 8 5m0.008s
17 9 2m48.868s
18 1 0m0.008s
18 2 0m0.011s
18 3 0m0.013s
18 4 0m0.011s
18 5 0m0.054s
18 6 0m0.185s
18 7 0m0.424s
18 8 0m2.510s
18 9 5m0.009s
19 1 0m0.012s
19 2 0m0.008s
19 3 0m0.018s
19 4 0m0.016s
19 5 0m0.081s
19 6 0m0.653s
19 7 0m1.734s
19 8 1m24.553s
19 9 5m0.011s
20 1 0m0.010s
20 2 0m0.014s
20 3 0m0.022s
20 4 0m0.032s
20 5 0m0.073s
20 6 0m0.069s
20 7 0m46.408s
20 8 4m1.924s
20 9 5m0.008s
21 1 0m0.006s
21 2 0m0.018s
21 3 0m0.017s
21 4 0m0.020s
21 5 0m0.069s
21 6 0m0.292s
21 7 0m27.894s
21 8 5m0.012s
21 9 5m0.010s
22 1 0m0.016s
22 2 0m0.020s
22 3 0m0.026s
22 4 0m0.070s
22 5 0m0.175s
22 6 0m0.871s
22 7 0m9.702s
22 8 2m32.054s
22 9 5m0.010s
23 1 0m0.017s
23 2 0m0.023s
23 3 0m0.030s
23 4 0m0.023s
23 5 0m0.086s
23 6 0m1.158s
23 7 0m13.137s
23 8 5m0.014s
23 9 5m0.012s
24 1 0m0.015s
24 2 0m0.021s
24 3 0m0.028s
24 4 0m0.059s
24 5 0m0.232s
24 6 0m1.020s
24 7 0m49.303s
24 8 5m0.016s
24 9 5m0.014s
25 1 0m0.024s
25 2 0m0.025s
25 3 0m0.048s
25 4 0m0.041s
25 5 0m0.903s
25 6 0m12.711s
25 7 0m27.672s
25 8 5m0.014s
25 9 5m0.013s
26 1 0m0.020s
26 2 0m0.036s
26 3 0m0.042s
26 4 0m0.105s
26 5 0m0.306s
26 6 0m7.263s
26 7 5m0.014s
26 8 5m0.012s
26 9 5m0.011s
27 1 0m0.019s
27 2 0m0.027s
27 3 0m0.073s
27 4 0m0.633s
27 5 0m1.066s
27 6 0m0.570s
27 7 5m0.018s
27 8 5m0.017s
27 9 5m0.015s
28 1 0m0.029s
28 2 0m0.036s
28 3 0m0.442s
28 4 0m1.426s
28 5 0m21.194s
28 6 0m11.348s
28 7 5m0.014s
28 8 5m0.018s
28 9 5m0.017s
29 1 0m0.023s
29 2 0m0.047s
29 3 0m0.191s
29 4 0m2.445s
29 5 0m51.228s
29 6 5m0.016s
29 7 5m0.016s
29 8 5m0.011s
29 9 5m0.013s
30 1 0m0.032s
30 2 0m0.037s
30 3 0m0.109s
30 4 0m0.135s
30 5 0m55.739s
30 6 1m21.767s
30 7 5m0.020s
30 8 5m0.015s
30 9 5m0.016s
31 1 0m0.039s
31 2 0m0.048s
31 3 0m0.102s
31 4 0m0.226s
31 5 0m4.393s
31 6 2m14.964s
31 7 5m0.020s
31 8 5m0.013s
31 9 5m0.011s
32 1 0m0.039s
32 2 0m0.058s
32 3 0m0.101s
32 4 0m0.143s
32 5 0m14.218s
32 6 5m0.015s
32 7 5m0.015s
32 8 5m0.014s
32 9 5m0.012s
33 1 0m0.088s
33 2 0m0.111s
33 3 0m0.067s
33 4 0m1.417s
33 5 0m6.723s
33 6 5m0.018s
33 7 5m0.016s
33 8 5m0.015s
33 9 5m0.018s
34 1 0m0.063s
34 2 0m0.050s
34 3 0m0.096s
34 4 0m2.087s
34 5 0m0.617s
34 6 5m0.022s
34 7 5m0.028s
34 8 5m0.020s
34 9 5m0.018s
35 1 0m0.255s
35 2 0m0.070s
35 3 0m0.247s
35 4 0m0.569s
35 5 2m57.374s
35 6 5m0.019s
35 7 5m0.025s
35 8 5m0.026s
35 9 5m0.013s
36 1 0m0.057s
36 2 0m0.092s
36 3 0m0.196s
36 4 0m1.189s
36 5 0m5.506s
36 6 5m0.020s
36 7 5m0.028s
36 8 5m0.028s
36 9 5m0.024s
37 1 0m0.053s
37 2 0m0.075s
37 3 0m0.111s
37 4 0m0.248s
37 5 0m0.588s
37 6 1m37.621s
37 7 5m0.022s
37 8 5m0.026s
37 9 5m0.016s
38 1 0m0.248s
38 2 0m0.067s
38 3 0m0.119s
38 4 0m1.378s
38 5 0m42.758s
38 6 5m0.025s
38 7 5m0.020s
38 8 5m0.030s
38 9 5m0.016s
39 1 0m0.056s
39 2 0m0.093s
39 3 0m0.360s
39 4 0m2.055s
39 5 0m47.978s
39 6 5m0.030s
39 7 5m0.037s
39 8 5m0.041s
39 9 5m0.031s
40 1 0m0.073s
40 2 0m0.117s
40 3 0m0.674s
40 4 0m0.400s
40 5 1m37.705s
40 6 5m0.026s
40 7 5m0.019s
40 8 5m0.047s
40 9 5m0.023s
41 1 0m0.067s
41 2 0m0.122s
41 3 0m0.351s
41 4 0m10.043s
41 5 3m29.198s
41 6 5m0.028s
41 7 5m0.042s
41 8 5m0.030s
41 9 5m0.026s
42 1 0m0.106s
42 2 0m0.130s
42 3 0m0.574s
42 4 0m11.808s
42 5 1m22.886s
42 6 5m0.035s
42 7 5m0.043s
42 8 5m0.037s
42 9 5m0.028s
43 1 0m0.290s
43 2 0m0.195s
43 3 0m0.175s
43 4 0m7.605s
43 5 5m0.027s
43 6 5m0.035s
43 7 5m0.024s
43 8 5m0.037s
43 9 5m0.057s
44 1 0m0.094s
44 2 0m0.221s
44 3 0m0.236s
44 4 0m0.483s
44 5 1m57.959s
44 6 5m0.025s
44 7 5m0.050s
44 8 5m0.039s
44 9 5m0.047s
45 1 0m0.122s
45 2 0m0.233s
45 3 0m0.208s
45 4 0m17.405s
45 5 5m0.026s
45 6 5m0.039s
45 7 5m0.048s
45 8 5m0.128s
45 9 5m0.053s
46 1 0m0.121s
46 2 0m0.271s
46 3 0m0.236s
46 4 0m3.158s
46 5 5m0.030s
46 6 5m0.039s
46 7 5m0.026s
46 8 5m0.076s
46 9 5m0.062s
47 1 0m0.137s
47 2 0m0.235s
47 3 0m0.243s
47 4 0m11.236s
47 5 5m0.032s
47 6 5m0.030s
47 7 5m0.042s
47 8 5m0.077s
47 9 5m0.074s
48 1 0m0.138s
48 2 0m0.250s
48 3 0m0.417s
48 4 0m58.149s
48 5 5m0.032s
48 6 5m0.042s
48 7 5m0.057s
48 8 5m0.106s
48 9 5m0.045s
49 1 0m0.145s
49 2 0m0.244s
49 3 0m1.195s
49 4 1m12.741s
49 5 5m0.029s
49 6 5m0.031s
49 7 5m0.047s
49 8 5m0.070s
49 9 5m0.052s
50 1 0m0.161s
50 2 0m0.219s
50 3 0m2.670s
50 4 3m43.247s
50 5 5m0.027s
50 6 5m0.039s
50 7 5m0.051s
50 8 5m0.080s
50 9 5m0.080s
51 1 0m0.357s
51 2 0m0.223s
51 3 0m1.146s
51 4 0m18.361s
51 5 5m0.033s
51 6 5m0.064s
51 7 5m0.062s
51 8 5m0.079s
51 9 5m0.087s
52 1 0m0.178s
52 2 0m0.259s
52 3 0m0.793s
52 4 1m10.034s
52 5 1m26.322s
52 6 5m0.028s
52 7 5m0.066s
52 8 5m0.050s
52 9 5m0.032s
53 1 0m0.181s
53 2 0m0.315s
53 3 0m0.947s
53 4 0m0.588s
53 5 5m0.027s
53 6 5m0.043s
53 7 5m0.061s
53 8 5m0.085s
53 9 5m0.026s
54 1 0m0.200s
54 2 0m0.323s
54 3 0m0.836s
54 4 4m25.668s
54 5 5m0.040s
54 6 5m0.060s
54 7 5m0.061s
54 8 5m0.078s
54 9 5m0.131s
55 1 0m0.233s
55 2 0m0.316s
