10 1 0m0.002s
10 2 0m0.002s
10 3 0m0.002s
10 4 0m0.002s
10 5 0m0.002s
10 6 0m0.001s
10 7 0m0.001s
10 8 0m0.002s
10 9 0m0.002s
11 1 0m0.002s
11 2 0m0.001s
11 3 0m0.002s
11 4 0m0.002s
11 5 0m0.001s
11 6 0m0.001s
11 7 0m0.001s
11 8 0m0.002s
11 9 0m0.002s
12 1 0m0.001s
12 2 0m0.001s
12 3 0m0.002s
12 4 0m0.002s
12 5 0m0.001s
12 6 0m0.002s
12 7 0m0.001s
12 8 0m0.002s
12 9 0m0.002s
13 1 0m0.002s
13 2 0m0.002s
13 3 0m0.002s
13 4 0m0.002s
13 5 0m0.001s
13 6 0m0.001s
13 7 0m0.002s
13 8 0m0.002s
13 9 0m0.002s
14 1 0m0.002s
14 2 0m0.001s
14 3 0m0.002s
14 4 0m0.002s
14 5 0m0.002s
14 6 0m0.002s
14 7 0m0.002s
14 8 0m0.002s
14 9 0m0.002s
15 1 0m0.002s
15 2 0m0.002s
15 3 0m0.002s
15 4 0m0.002s
15 5 0m0.001s
15 6 0m0.002s
15 7 0m0.002s
15 8 0m0.002s
15 9 0m0.002s
16 1 0m0.002s
16 2 0m0.001s
16 3 0m0.002s
16 4 0m0.001s
16 5 0m0.001s
16 6 0m0.002s
16 7 0m0.002s
16 8 0m0.002s
16 9 0m0.002s
17 1 0m0.002s
17 2 0m0.002s
17 3 0m0.002s
17 4 0m0.002s
17 5 0m0.001s
17 6 0m0.002s
17 7 0m0.002s
17 8 0m0.001s
17 9 0m0.001s
18 1 0m0.002s
18 2 0m0.002s
18 3 0m0.002s
18 4 0m0.002s
18 5 0m0.001s
18 6 0m0.002s
18 7 0m0.002s
18 8 0m0.001s
18 9 0m0.002s
19 1 0m0.002s
19 2 0m0.001s
19 3 0m0.002s
19 4 0m0.002s
19 5 0m0.001s
19 6 0m0.001s
19 7 0m0.002s
19 8 0m0.002s
19 9 0m0.002s
20 1 0m0.002s
20 2 0m0.002s
20 3 0m0.002s
20 4 0m0.001s
20 5 0m0.001s
20 6 0m0.002s
20 7 0m0.002s
20 8 0m0.002s
